級,四字熟語,読み,意味
1級,非難囂囂,ひなんごうごう,欠点や失敗を責める声が非常にやかましい様子。「非難」は相手の欠点や失敗を責めること。「囂囂」はやかましいことや、非常に声が大きいこと。「非難囂々」とも書く。
1級,髀肉之嘆,ひにくのたん,実力を発揮する機会がなく、功績を上げられないことを嘆くこと。または、特にやることもなく、無駄に日々を過ごすことを嘆くこと。「髀肉」は太ももについた贅肉。中国の三国時代の蜀の劉備は、劉表のもとに身を寄せたが、劉表は劉備の野心を警戒して重用することなく、戦場に出る機会もなくなり、常に戦場に出て締まっていた太ももに贅肉がついたと、劉備が嘆いた故事から。「髀肉」は「脾肉」、「嘆」は「歎」とも書く。
1級,被髪纓冠,ひはつえいかん,尋常でなく急ぎ慌てること。「被髪」は束ねずに乱れた髪の毛。 「纓冠」は冠の紐を結ぶこと。乱れた髪を整えずに、そのまま冠の紐を結ぶという意味から。
1級,被髪左衽,ひはつさじん,文明がないような地域にある野蛮な風習のこと。「被髪」は束ねずに乱れた髪の毛。「左衽」は左前にして着物を着ることで、普通とは逆に着るという意味。「被髪左袵」とも書く。
1級,被髪佯狂,ひはつようきょう,髪を振り乱して、気がふれた人のふりをすること。「被髪」は束ねずに乱れた髪の毛。「佯狂」は狂っているかのように見せかけること。古代中国の殷の紂王の臣下である箕子は、暴政を行う紂王を諫（いさ）めたが聞き入れられなかった。君主のもとを去れば、君主の悪が公になってしまい、また、自分自身を弁解することにもなってしまうと考えた箕子は、髪を乱し、狂ったふりをして奴隷となったという故事から。
1級,肥馬軽裘,ひばけいきゅう,身分が高く財産がある人の服装。または、常にとても富貴な様子。「軽裘」は軽くて高級で丈夫な皮ごろも。 「肥馬」は肥え太った立派な馬。「肥馬軽裘」ともいう。
1級,悲憤慷慨,ひふんこうがい,世の中や自身の運命に憤りを覚えて嘆き悲しむこと。「悲憤」は悲しんで憤ること。「慷慨」は社会の不正や世論が悪い方向に変わっていくことなどを憤り嘆くこと。似ている意味の言葉を重ねて強調した言葉。 「慷慨悲憤」ともいう。
1級,百姓一揆,ひゃくしょういっき,日本の江戸時代に、農民が結束して起こした暴動のこと。「一揆」は目的を果たすために、心を合わせて行動すること。飢饉や増税、役人の不正などで生活が苦しくなり、それらを解消しようとして起こしていた。
1級,百折不撓,ひゃくせつふとう,何度失敗しても信念を曲げないこと。「百折」は何度も折れること。 「不撓」は決して曲がらないこと。非常に意志が固いことをたとえた言葉で、物事が何度途中で駄目になっても、決して諦めないという意味から。
1級,百様玲瓏,ひゃくようれいろう,様々な種類の美しさがある様子。「百様」は数多くの種類のものがある様子。「玲瓏」は宝石のように澄み切っていて美しい様子。または、宝石や金属から出る澄んだ美しい音のこと。
1級,百花繚乱,ひゃっかりょうらん,すぐれた能力を持っている人物が同じ時期に一斉に現れ、多くの素晴らしい成果を残すこと。または、すぐれた能力を持っている人物や、容姿の美しい人物がたくさん集まっている様子を言い表す言葉。「百花」は様々な種類のたくさんの花、「繚乱」は多くの花がまじり合って咲くことで、様々な種類の花がまじり合ってたくさん咲いているという意味。「百花撩乱」とも書く。
1級,百孔千瘡,ひゃっこうせんそう,欠点や短所が数多くあること。または、ひどく傷だらけでぼろぼろの状態のこと。「百」と「千」はどちらも数が多いことのたとえ。「孔」は穴、「瘡」は切り傷。 百の穴、千の切り傷があるという意味から。「千瘡」は「千創」とも書く。 「千瘡百孔（千創百孔）」ともいう。
1級,氷甌雪椀,ひょうおうせつわん,汚れがなく、上品で趣のある文具のこと。または、そのような文具で詩文を書き写すこと。 「氷甌」は氷でできたかめ。「雪椀」は雪でできたお椀。 「冰甌雪椀」とも書く。
1級,飄忽震蕩,ひょうこつしんとう,いきなり激しく揺り動かすこと。「飄忽」は突然、いきなりという意味。 「震蕩」は激しく揺らすこと。「飄忽震盪」とも書く。
1級,氷姿雪魄,ひょうしせっぱく,梅の花のこと。または、清く澄んだ心を持った人のたとえ。梅の花は雪の残る冬の終わりに、白く美しく咲くことから。「氷姿」は「冰姿」とも書く。 「雪魄氷姿（雪魄冰姿）」ともいう。
1級,剽疾軽悍,ひょうしつけいかん,動きが素早く、気が荒く、強いこと。「剽疾」は動きが速いこと。 「軽悍」は動きが速く、気が強いこと。
1級,飛揚跋扈,ひようばっこ,思うまま横暴に振る舞うこと。または、臣下が好き勝手に振る舞い、君主の力をこえること。「飛揚」は猛禽類の鳥が舞い上がること。「跋扈」は魚を捕まえるための竹垣の罠を飛び越えて逃げること。悪人などが、常識や規則などを無視して好き勝手に行動することをいう。
1級,疲労困憊,ひろうこんぱい,疲れ果てること。「困憊」は酷く疲れて弱ること。
1級,牝鶏之晨,ひんけいのしん,女性が強い権力を持って、勢力を振るうこと。または、女性が権力を握って治めると、国や家などが滅びることのたとえ。「牝鶏」は雌鶏。 「晨」は日の出を鶏が鳴いて知らせるという意味。日の出の時間に鳴くのは本来は雄鶏であり、雌鶏が鳴くことは秩序が乱れた証とされ、王后や王妃が権力を握り、国家が滅びることの前触れとされていた。
1級,牝牡驪黄,ひんぼりこう,物事の見た目にこだわらず、本質を見抜くことのたとえ。「牝牡」はめすとおすのこと。 「驪黄」は色の黒色と黄色。中国の秦の穆公が、馬を見抜く名人である伯楽に推薦された九方皐に馬を探しに行かせた。九方皐が黄色い牝馬を見つけたという報告を受けたが、連れ帰られた馬は黒い牡馬であった。穆公は馬の色や性別も分からないのかと怒ったが、これに対して伯楽は色や性別などの見た目にこだわらず、馬本来の能力を見るべきだといった。そして、その馬は他と比べることのできないほどの名馬だったという故事から。
1級,媚眼秋波,びがんしゅうは,美人の艶かしい色目や流し目のこと。「媚眼」は媚びるような目つき、「秋波」は秋の澄んだ水の波のことから美人の涼やかな目つきという意味。
1級,尾大不掉,びだいふとう,臣下の力が大きくなりすぎると、君主が統制することができなくなるということ。「尾大」は尾の大きさが大きいこと。「掉」は振り動かすこと。尾が大きすぎると自力で尾を動かすことができないという意味から。
1級,病入膏肓,びょうにゅうこうこう,趣味などに夢中になって、やめられなくなること。または、悪い癖が出て手がつけられなくなること。元は病気の症状が悪化して、治る見込みがなくなるという意味から。「膏肓」は治療のための鍼や薬が届かない、体の奥深い部分のこと。「病膏肓に入る」という形で使うことが多い言葉。
1級,馮異大樹,ふういたいじゅ,謙虚で慕われるような人格のたとえ。「馮異」は後漢の将軍の名前で、馮異は他の将軍たちが手柄の話を始めると、大きな樹の下に移動して自身の功績を語ろうとしなかったという故事から。
1級,風雨淒淒,ふううせいせい,風や雨が激しく、酷く冷たくて寒い様子。または、乱世のこと。 「風雨」は風と雨が激しいという意味から嵐のこと。「淒淒」は冷たくて寒い様子のことで、乱世のたとえとして用いることもある。「風雨凄凄」とも書く。
1級,風雨対牀,ふううたいしょう,兄弟が会うこと。「牀」は床や寝床という意味で、兄弟が床を並べて、雨や風の音を心静かに聞きながら、語り合って眠るということから。
1級,風鬟雨鬢,ふうかんうびん,風雨にさらされて、苦労しながら仕事に励むこと。「鬟」はまげ、「鬢」は耳のあたりの髪のびん。髪を風にとかされ、雨に洗われるという意味から。
1級,風岸孤峭,ふうがんこしょう,威厳があり、人と馴れ合わない性格のため、角が立ってしまい孤立していること。「風岸」は融和できずにすぐに角が立ってしまう厳しい性格。「孤峭」は孤立した山などが険しく立っている様子。
1級,風紀紊乱,ふうきびんらん,社会の道徳や規律が乱れること。または、乱すこと。特に男女の交際の節度のこと。 「紊乱」は乱れる、または乱すという意味。
1級,風光明媚,ふうこうめいび,自然の景色が澄んでいて美しいこと。「風光」は景色や眺め。「明媚」は景色が美しく澄んでいる様子。
1級,風櫛雨沐,ふうしつうもく,様々な苦労をすることのたとえ。「風櫛」は髪を風でとかすこと。 「雨沐」は雨で体を洗うこと。雨や風にもめげずに苦労しながら働くということから。
1級,風声鶴唳,ふうせいかくれい,ちょっとしたことに驚いたり怯えたりすることのたとえ。「風声」は風の音。 「鶴唳」は鶴の鳴き声。前秦の苻堅の軍が東晋の軍に敗れて逃げるとき、兵たちは風の音や鶴の鳴き声のようなわずかな音でも、敵軍の追撃だと思い恐れたという故事から。「鶴唳風声」ともいう。
1級,浮雲翳日,ふうんえいじつ,悪人が政治の権力を握り、世の中が悪くなることのたとえ。または、悪い家臣が君主を惑わして善政が行われないことのたとえ。また、悪人が善人に被害を与えること。「浮雲」は日の光を遮る雲ということから悪人のたとえ。「翳日」は日の光を覆い隠すこと。「浮雲（ふうん）日（ひ）を翳（おお）う」とも読む。
1級,巫雲蜀雨,ふうんしょくう,離れ離れになって暮らしている夫婦がお互いのことを思いやることのたとえ。「巫雲」は中国の巫山という名前の山の雲。「蜀雨」は中国の蜀という名前の国に降る雨。
1級,浮家泛宅,ふかはんたく,船を住居にして水上で生活すること。または、漂泊して生活するという意味から、一定の住居に留まらない隠者の生活のこと。「泛宅」は水の上に浮いている家ということから、船のこと。
1級,不羈之才,ふきのさい,非常にすぐれた才能。 「羈」はつなぐという意味。誰にも繋ぎとめることが出来ない才能という意味から。
1級,不羈奔放,ふきほんぽう,誰にも縛られることなく、好き勝手に振る舞うこと。「羈」はつなぐという意味から「不羈」は何ものにも縛られないこと。「奔放不羈」ともいう。
1級,俯仰之間,ふぎょうのかん,非常に短い時間のこと。「俯仰」はうつむくことと上を向くこと。下を向いたり、上を向いたりする間の時間という意味から。「俛仰之間」とも書く。
1級,伏寇在側,ふくこうざいそく,常に自身の身のまわりの注意を怠らず、慎みのある言動をするべきだということ。「伏寇」は潜んでいる盗賊、「在側」は近いところにいるという意味。怠ることなく、いつも注意すべきだという戒めの言葉。「伏寇（ふくこう）側（かたわら）に在り」とも読む。
1級,不屈不撓,ふくつふとう,苦労や困難があっても決して諦めることがないこと。「不屈」と「不撓」はどちらも決して屈しない、諦めないという意味。似た意味の語を重ねて強調した言葉。 「不屈不撓」ともいう。
1級,俯察仰観,ふさつぎょうかん,目に入るさまざまな物や現象を観察すること。上を見上げては空に起こる現象を観察し、下を見ては土地の様子を観察するという意味から。「俯察仰観」ともいう。
1級,巫山雲雨,ふざんうんう,男女の交わり、情交のたとえ。「雲雨」は雲と雨のこと。「巫山」は中国の四川省と湖北省の間にある、女神が住んでいたとされる山のこと。中国の戦国時代の楚の懐王が昼寝をした際、夢の中で巫山の女神と情交を結んだ。別れ際に女神が「朝には雲となって、夕方には雨となってここに参ります」と言ったという故事から。「巫山雲雨」ともいう。
1級,巫山之夢,ふざんのゆめ,男女の交わり、情交のたとえ。「巫山」は中国の四川省と湖北省の間にある、女神が住んでいたとされる山のこと。中国の戦国時代の楚の懐王が昼寝をした際、夢の中で巫山の女神と情交を結んだ。別れ際に女神が「朝には雲となって、夕方には雨となってここに参ります」と言ったという故事から。
1級,俛首帖耳,ふしゅちょうじ,人の機嫌をとる卑しい態度のこと。「俛首」は頭を伏せること。 「帖耳」は耳を垂れること。犬が飼い主に従う様子ということから。「首（こうべ）を俛（ふ）し耳を帖（た）る」とも読む。「俯首帖耳」とも書く。
1級,膚受之愬,ふじゅのうったえ,痛切な訴えのこと。「膚受」は切りつけるような痛切さのこと。「愬」は不平や不満を訴えること。気づくことなく垢がたまるように、少しずつ人を偽り、傷つけていくという意味でも使われる言葉。
1級,鳧趨雀躍,ふすうじゃくやく,大いに喜んで小躍りすること。「鳧趨」は鳥のかもが小走りに走ることで、かもは体を左右に揺らしながら小走りするということから、小躍りする様子のたとえ。「雀躍」は鳥の雀が踊ること。
1級,附贅懸疣,ふぜいけんゆう,必要がなく、迷惑なだけなこと。「附」はくっつくこと。 「贅」と「疣」はどちらもこぶや、いぼのこと。「懸」はぶらさがること。くっついていたり、ぶら下がっていたりするいぼやこぶということから。「附贅」は「付贅」とも、「懸疣」は「懸肬」とも書く。
1級,不撓不屈,ふとうふくつ,苦労や困難があっても決して諦めることがないこと。「不屈」と「不撓」はどちらも決して屈しない、諦めないという意味。似た意味の語を重ねて強調した言葉。 「不屈不撓」ともいう。
1級,布韈青鞋,ふべつせいあい,旅をするときに着る服装のこと。「青鞋」はわらじ。 「布韈」は脛を保護するために巻く布製の脚半のこと。「布韈青鞋」ともいう。
1級,榑木之地,ふぼくのち,東にある、太陽が昇るとされる地方。または、日本の異名。「榑木」は太陽の昇る場所にあるとされる神木の名前で、この神木から太陽が昇るとされている。榑木は扶桑（ふそう）ともいう。「扶木之地」とも書く。
1級,蜉蝣一期,ふゆうのいちご,人の一生が短く消えてしまいやすいことのたとえ。「蜉蝣」は虫の蜉蝣（かげろう）。 「一期」は一生のこと。蜉蝣は朝に成虫になり、夕方には寿命で死ぬといわれているということから、儚いもののたとえ。
1級,不埒千万,ふらちせんばん,法や道理に従わないこと。または、非常に無礼なこと。 「埒」は乗馬をする場所の囲いのこと。「不埒」は埒から外れるということから、法や道理から外れることをいう。「千万」は普通の程度を甚だしく超えていることを言い表す言葉。
1級,刎頸之交,ふんけいのまじわり,深い友情のたとえ。「刎頸」は首を切り落とすという意味。相手のためなら首を切り落とされてもかまわないということから。中国の戦国時代の趙の将軍の廉頗と、藺相如が深い友情を結んだという故事から。
1級,物論囂囂,ぶつろんごうごう,世間のうわさや物議が騒々しく、落ち着かないこと。「物論」は世間のうわさや物議。「囂囂」は多くの人が声を出していて騒がしいこと。
1級,蚊子咬牛,ぶんしこうぎゅう,影響がまったくないこと。または、自分の実力を考えずに、無謀な行動をすること。「子」は小さいという意味。 小さな蚊が大きな牛を刺すという意味から。「蚊子（ぶんし）、牛を咬（か）む」とも読む。
1級,文恬武嬉,ぶんてんぶき,世の中が平和なことのたとえ。「恬」は心が穏やかな様子。文官は心安らかに落ち着いていて、武官は日々を楽しんでいるということから。
1級,敝衣蓬髪,へいいほうはつ,ぼろぼろの服、乱れ放題の髪のことから、身なりが汚い様子。「敝衣」はぼろぼろの服。 「蓬髪」は乱れ放題でよもぎのような髪のこと。「敝衣」は「弊衣」とも書く。
1級,兵戈槍攘,へいかそうじょう,"戦闘が激しいさま。兵の武器が乱れ動くという意味から。「兵戈」は""ほこ""のことから武器という意味。 「槍攘」は乱れ動く様子。"
1級,秉燭夜遊,へいしょくやゆう,人生は短いので、夜遅くまで遊んで楽しもうという意味。「秉燭」は手に灯りを持つこと。
1級,萍水相逢,へいすいそうほう,旅をしているもの同士が偶然の出会いから知り合いになること。「萍」は浮き草のこと。 偶然の出会いを浮き草と流れる水にたとえた言葉。
1級,弊帚千金,へいそうせんきん,自分の地位や能力などを理解せず、思い上がることのたとえ。または、自分の物ならどんなにつまらないものでも貴重に思えることのたとえ。「弊帚」は使い古してぼろぼろになったほうきのこと。自分の物ならぼろぼろになったほうきでも千金の価値があると考えるという意味から。「弊帚」は「敝帚」とも書く。 「千金弊帚（千金敝帚）」ともいう。
1級,瓶墜簪折,へいついしんせつ,男女が離れて二度と会うことができないことのたとえ。「瓶」は井戸のつるべ、「簪」は玉のかんざしのことで、つるべの縄が切れて、縄が井戸の底に落ち、かんざしが二つに折れてしまうという意味から。
1級,兵馬倥偬,へいばこうそう,軍人の生活のことをいい、戦争をして日々をせわしなく送ること。「兵馬」は武器と馬という意味から戦争のこと。「倥偬」は忙しいという意味。
1級,壁立千仞,へきりつせんじん,壁のような険しい崖が高く立っていること。または、仏教語で真理を得るための道のりが非常に険しいことのたとえ。「仞」は古代中国の高さや深さをあらわす単位のこと。
1級,霹靂一声,へきれきいっせい,急に雷鳴が轟き渡ること。または、前触れもなくいきなり大きな声で怒鳴ること。「霹靂」は前触れもなく急に雷鳴が轟くこと。 「一声」は音が一度鳴ること。
1級,霹靂閃電,へきれきせんでん,激しく勢いがあって非常にすばやいことのたとえ。「霹靂」は前触れもなく急に雷鳴が轟くこと。 「閃電」は雷がきらめくこと。
1級,偏袒扼腕,へんたんやくわん,激しく怒ったり、ひどく悔しがる様子。感情を昂らせる様子を表す言葉。「偏袒」は着物の片方の袖を脱いで肩を出すこと。「扼腕」は片手でもう片方の二の腕を強く握ること。どちらも感情を昂らせることのたとえ。
1級,胼胝之労,へんちのろう,非常に辛い苦労をすること。「胼胝」は皮膚が厚く固くなるたこやひび、あかぎれ。たこやひび、あかぎれができるほどに苦労するという意味から。
1級,偏旁冠脚,へんぼうかんきゃく,漢字の部首の総称。「偏」は漢字の左側の部分、へん。 「旁」は漢字の右側の部分、つくり。「冠」は漢字の上部分、かんむり。 「脚」は漢字の下部分、あし。漢字の部首は他にもあるが、それらを一まとめにしていう言葉。「偏傍冠脚」とも書く。
1級,汨羅之鬼,べきらのき,水中で溺れて死んだ人のこと。「汨羅」は中国の川の名前。 「鬼」は死者の霊魂。楚の懐王に忠節を尽くして仕えていた屈原という人が、讒言で懐王の怒りを買い、追放されて入水自殺したという故事から。
1級,弁才無礙,べんざいむげ,喋ることが非常にうまく、流れるように話すことが出来ること。「弁才」は弁舌の才能があること。「無礙」は何ものにも妨げられることがないこと。元は仏教語で、菩薩が仏の教えを他人に説く、すぐれた能力のことをいった言葉。「弁才無碍」とも書く。
1級,駢四儷六,べんしれいろく,四字句と六字句の対句を用いる、古代中国の修辞的な文体のこと。「駢」は馬を二頭並べて車につなぐという意味から、対句という意味。「儷」は一対になって並ぶという意味。中国の六朝時代から唐の時代にかけて盛んに使われ、中国の美文の基本となった文体。「四六駢儷」ともいう。
1級,鞭辟近裏,べんぺききんり,人からの励ましを受け、努力して学問や道理の奥深くを理解していくこと。または、身に切実なことだけを考えること。または、文章などがしっかりと考えられていて、深い意味が込められていること。「鞭辟」は馬車の御者が鞭を打ち鳴らして、その音で人込みを切り開くこと。「近裏」は内側という意味。鞭を打ち鳴らして、人込みを掻き分けて、人込みの内側に馬車が入っていくということから。「鞭辟（べんぺき）して裏に近づく」とも読む。
1級,駢拇枝指,べんぼしし,役に立たないもののたとえ。「駢拇」は足の親指と人差し指がくっついて一つになっていること。「枝指」は手の親指が枝分かれして、親指の隣に六本目の指があること。
1級,逢掖之衣,ほうえきのい,袖が大きくゆとりのある服のこと。儒者の服。「逢」は大きいやゆるやかという意味。 「掖」は腋（わき）の下のこと。
1級,鳳凰于飛,ほうおううひ,「鳳凰」はおおとりのことで、「鳳」は雄、「凰」は雌とされ、つがいになって飛ぶことから、夫婦の仲がとてもよいこと。または、徳の高い天子の下に、賢臣が多く集まること。
1級,鳳凰銜書,ほうおうがんしょ,天子の使者が命令の書かれた文書を持ってくること。「鳳凰」は聖天子が出現する時に現れるとされる想像上の鳥。「銜」は口にくわえるという意味。鳳凰が勅書を口にくわえて持ってくるという意味からきた言葉。
1級,法界悋気,ほうかいりんき,自分には関係がないものを羨望したり、妬んだりすること。主に他人の恋愛に対してのことをいう。「法界」は全ての世界、宇宙万物という意味。仏教語。「悋気」は嫉妬する心のこと。
1級,抱関撃柝,ほうかんげきたく,地位の低い役人のたとえ。「抱関」は門番、「撃柝」は夜警のことで、どちらも地位の低い仕事であることから。
1級,泛駕之馬,ほうがのうま,一般的な常識には従わずに別の方法をとる英雄のたとえ。「泛駕」は馬が興奮して指示に従わずに道をそれてしまうということから。
1級,判官贔屓,ほうがんびいき,弱い者や負けている者、不運の者たちに同情して、応援したり手助けをしたりすること。「判官」は官職の名前のことで、ここでは源義経のこと。「贔屓」は特に目をかけて可愛がったり手助けをしたりすること。源義経が兄の源頼朝に嫉妬されて滅ぼされたことに対して人々が同情を寄せたことから。
1級,方趾円顱,ほうしえんろ,人間のこと。 「円頭」は丸い頭。「方足」は四角い足。古代中国では、頭は天を、足は大地をかたどっており、人と天地は似ている存在と考えられていたことから。「円首方足」「円顱方趾（円顱方址）」「方趾円顱（方址円顱）」ともいう。
1級,封豕長蛇,ほうしちょうだ,非常に欲深く、残酷なもののたとえ。「封」は大きいという意味で、「封豕」は大きな豚やいのしし。「長蛇」は長い大蛇。いのししは何でも食べるということから、欲深いことのたとえ。へびは大きなものでもそのまま飲み込むということから、残酷なことのたとえ。中国の春秋時代、楚の国の申包胥が言ったとされる言葉から。「封豕長蛇を為す」を略した言葉。
1級,飽食煖衣,ほうしょくだんい,不自由のない生活のたとえ。または、贅沢な生活のたとえ。飽きるくらいの十分な食料と暖かい衣服があって、生活に困らないという意味から。「煖衣」は「暖衣」とも書く。 「煖衣飽食（暖衣飽食）」ともいう。
1級,宝鈿玉釵,ほうでんぎょくさい,金や銀、宝石などで飾り付けた美しいかんざしのこと。または、そのような美しいものを言い表す言葉。「鈿」と「釵」はどちらもかんざしのこと。
1級,放蕩不羈,ほうとうふき,思うまま好き勝手に振る舞うこと。「放蕩」は好き勝手に振る舞うこと。「不羈」はなにものにも縛られないこと。
1級,放辟邪侈,ほうへきじゃし,思うまま好き勝手に悪事を働くこと。「放」は好き勝手に振る舞うこと。 「辟」はかたよること。「邪」は道理にはずれた正しくないこと。「侈」は相手を見下して高慢な態度をとること。
1級,蜂目豺声,ほうもくさいせい,冷酷で残忍な性質の人のこと。「豺」は気性の荒い、狼に似た山犬のこと。蜂のように細い目と山犬のような気味の悪い声という意味から。
1級,鳳友鸞交,ほうゆうらんこう,男女の肉体関係のたとえ。また、男女が結婚することのたとえ。「鳳」と「鸞」はどちらも中国の伝説の鳥。「鳳」は鳳凰、「鸞」は鳳凰に似ている霊鳥。それらの美しい鳥の交わりを人の男女にたとえた言葉。「鸞交鳳友」ともいう。
1級,北轅適楚,ほくえんてきそ,意志と行動が別の方向を向いていて、互いに反していることのたとえ。「轅」は前進する方向に向けられるかじ棒のこと。「適」はその向きに行くこと。かじ棒は北を向いているのに、なぜか南にある楚の国に行くことから。「適楚北轅」ともいう。
1級,北轍南轅,ほくてつなんえん,意志と行動が矛盾していることのたとえ。「轅」は前進する方向に向けるかじ棒のこと。 「轍」は車輪の跡のこと。かじ棒は南を向いているのに、車輪の跡は北に向かって付いているという意味から。「北轍南轅」ともいう。
1級,輔車脣歯,ほしゃしんし,一つが駄目になるともう一つも駄目になるような、非常に深い関係のこと。「輔車」は車の添え木と車の荷台。または、頬の骨と下顎の骨のこと。「唇と歯」や「頬の骨と下顎の骨」のように、互いに助け合うことによって存続できるような関係をいう言葉。中国の晋が虢（かく）の国を攻めるときに、虞（ぐ）の国は晋に通過する許可を出したが、虞の国と互いに助け合う関係にあった虢の国が滅びると、虞の国も滅びたという故事から。「脣歯」は「唇歯」とも書く。 「輔車脣歯（輔車唇歯）」ともいう。
1級,匍匐膝行,ほふくしっこう,両手をついて、膝を床につけ、ひれ伏したまますり足で移動すること。地位の高い人の前で、恐縮しながら移動するときの作法。「匍匐」は腹を地面に付けて寝そべること。「膝行」は膝を地につけて、するように移動すること。
1級,賁育之勇,ほんいくのゆう,気力と勇気に満ち溢れている様子。「賁」と「育」はどちらも人の名前で、孟賁と夏育のこと。孟賁と夏育はどちらも中国の秦の武王に仕え、二人とも怪力で勇気があることで有名。
1級,本地垂迹,ほんちすいじゃく,仏や菩薩は、世の人々を救うために、神の姿になって人々の前に現われるということ。仏教と神道を結びつけた考え方で、神道の神は、仏が姿を変えたものであるということから。「本地」は仏や菩薩の本当の姿。「垂迹」は仏や菩薩が様々な姿になって現われるということ。
1級,奔放不羈,ほんぽうふき,誰にも縛られることなく、好き勝手に振る舞うこと。「羈」はつなぐという意味から「不羈」は何ものにも縛られないこと。「奔放不羈」ともいう。
1級,冒雨剪韭,ぼううせんきゅう,来訪した友人を手厚くもてなすこと。「冒雨」は雨を冒す、「剪韭」はにらを摘みにいくことで、来訪した客をもてなすために雨の中、外に出て、にらを摘み食事をごちそうした故事から。
1級,茅屋采椽,ぼうおくさいてん,飾り気のない素朴な家のこと。「茅屋」はかやぶきの屋根。「采椽」は手を加えていない切り出しただけの材木のこと。
1級,暴虎馮河,ぼうこひょうが,一時の熱意にまかせて、後先考えずに無謀な行いをすること。「暴虎」は虎を素手で殴ること。 「馮河」は大河を歩いて渡るという意味。どちらも無謀な行動のたとえ。 孔子が弟子の子路を戒めた言葉。
1級,望蜀之嘆,ぼうしょくのたん,人間の欲望は尽きることがないということ。「蜀」は中国の地名。後漢の光武帝が望みを叶えて、隴を手に入れたが、次は蜀が欲しいと望んだという故事から。
1級,亡脣寒歯,ぼうしんかんし,互いに深い関係で繋がっていて、一方が滅びるともう一方も危険な状態になること。「脣」は唇のこと。唇と歯は互いに助け合う関係であり、唇が無くなると歯は寒くなるということから。古代中国の虞の宮之奇が、虞と虢の国の関係をたとえていった故事から。
1級,旁時掣肘,ぼうじせいちゅう,他人の横から口を出して邪魔をすること。「旁」はそば、近い場所という意味。「掣肘」は肘を引っ張るという意味から、仕事の邪魔をすること。「旁（かたわ）らより時に肘（ひじ）を掣（ひ）く」とも読む。
1級,茫然自失,ぼうぜんじしつ,予想外のことに、気が抜けて我を忘れること。「茫然」は予想外のことに、気が抜けてぼんやりすること。「自失」は放心してぼんやりすること。 「呆然自失」とも書く。
1級,茅堵蕭然,ぼうとしょうぜん,かやぶきの垣根のある家の物寂しい様子。「茅堵」はかやぶきの垣根がある粗末な家のことで、田舎の家をいう。「蕭然」はひっそりとしていて物寂しい様子。
1級,尨眉皓髪,ぼうびこうはつ,老人を言い表す言葉。「尨」は白髪混じりという意味。 「皓」は色が白いという意味。髪や眉に白い毛が混じるという意味から。
1級,墨痕淋漓,ぼっこんりんり,墨を使って書かれたものが生き生きとしている様子。「墨痕」は墨の跡という意味から、墨で書かれているもののこと。「淋漓」は水などの液体が滴る様子ということから、筆勢がみずみずしいということ。
1級,麻姑搔痒,まこそうよう,物事が思い通りにうまくいくこと。または、細かい要望に対して満足する結果で応えることができること。痒い所に手が届くという意味。「麻姑」は手の爪が鳥のように長い中国の伝説の仙女の名前。「搔痒」は痒いところをかくということ。漢の桓帝の時代、蔡経が「麻姑の爪で背中をかかせたら気持ちが良いにちがいない」と思ったという故事から。
1級,麻姑掻痒,まこそうよう,物事が思い通りにうまくいくこと。または、細かい要望に対して満足する結果で応えることができること。痒い所に手が届くという意味。「麻姑」は手の爪が鳥のように長い中国の伝説の仙女の名前。「搔痒」は痒いところをかくということ。漢の桓帝の時代、蔡経が「麻姑の爪で背中をかかせたら気持ちが良いにちがいない」と思ったという故事から。
1級,摩頂放踵,まちょうほうしょう,自身を顧みずに他人に尽くすこと。「摩」は磨り減る、「頂」は頭頂部、「放」は至る、「踵」はかかとのこと。頭の先から足の踵（かかと）まで磨り減らすほど、他人・周りのために努力するという意味から。
1級,満身創痍,まんしんそうい,全身傷だらけなさま。または、激しく非難されて精神的にひどく痛めつけられていること。「満身」はからだ全体。 「創」と「痍」はどちらも傷のこと。
1級,満目蕭条,まんもくしょうじょう,見渡すかぎり全てがひっそりとしていて寂しい様子。「満目」は視認できる距離全て。 「蕭条」は静かで寂しい様子。
1級,曼理皓歯,まんりこうし,容姿の美しい人のこと。「曼理」はきめの細かい肌。 「皓歯」は白くて綺麗な歯。
1級,無辜之民,むこのたみ,何の罪も犯していない人たちのこと。「無辜」は罪が無いという意味。主に天災や人災などに巻き込まれて苦しめられる人々のことをいう。
1級,無根無蔕,むこんむてい,頼みとするところや支えてくれるものが何もないこと。「無根」は根が無いこと、「無蔕」は蔕（へた）がないこと。植物が根付くための根や果実をつけるための蔕がないことから。
1級,無慙無愧,むざんむき,恥ずかしいと思うことなく、動揺することもなく悪行を行うこと。「慙」と「愧」はどちらも恥じるという意味で、ともに「無」をつけて恥じることが無いという意味から。
1級,無病呻吟,むびょうしんぎん,病気になっているわけではないのに苦しそうにすること。または、取り立てるほどのことでもないのに、大げさに騒ぎ立てること。または、必要以上に嘆息して見せるだけで、真実だとは思えない詩文のたとえ。「呻吟」は苦しんで声を発すること。
1級,霧鬢風鬟,むびんふうかん,黒くて美しい髪の毛のたとえ。「霧鬢」は墨のように黒くて美しい髪。 「風鬟」は風でなびく美しい髪。
1級,無辺無礙,むへんむげ,どこまでも広く、縛られるものが何もないこと。仏教の言葉で、「無辺」はどこまでも広いこと、「無礙」は煩悩にとらわれずに自由なこと。「無辺無碍」とも書く。
